文件名称,相对路径,资源类型,动作内容,动作语义置信度,识别依据
em0002_09_003.uasset,em0002_09_003.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_004.uasset,em0002_09_004.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_005.uasset,em0002_09_005.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_007.uasset,em0002_09_007.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_008_Loop.uasset,em0002_09_008_Loop.uasset,AnimationLoop,动画组09的循环动作资源；大概率用于待机/移动/飞行/盘旋/持续咆哮等持续状态，具体动作需在Unreal预览确认,低,文件名含Loop，命名模式em0002_xx_xxx
em0002_09_009.uasset,em0002_09_009.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_030.uasset,em0002_09_030.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_032.uasset,em0002_09_032.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_033.uasset,em0002_09_033.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_036.uasset,em0002_09_036.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_037_Loop.uasset,em0002_09_037_Loop.uasset,AnimationLoop,动画组09的循环动作资源；大概率用于待机/移动/飞行/盘旋/持续咆哮等持续状态，具体动作需在Unreal预览确认,低,文件名含Loop，命名模式em0002_xx_xxx
em0002_09_038.uasset,em0002_09_038.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_060.uasset,em0002_09_060.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_065.uasset,em0002_09_065.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_066.uasset,em0002_09_066.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_067.uasset,em0002_09_067.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_068.uasset,em0002_09_068.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_071.uasset,em0002_09_071.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_072.uasset,em0002_09_072.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_073.uasset,em0002_09_073.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_09_074.uasset,em0002_09_074.uasset,AnimationClip,动画组09的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_60_001.uasset,em0002_60_001.uasset,AnimationClip,动画组60的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_60_002_Loop.uasset,em0002_60_002_Loop.uasset,AnimationLoop,动画组60的循环动作资源；大概率用于待机/移动/飞行/盘旋/持续咆哮等持续状态，具体动作需在Unreal预览确认,低,文件名含Loop，命名模式em0002_xx_xxx
em0002_60_003.uasset,em0002_60_003.uasset,AnimationClip,动画组60的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
em0002_99_001.uasset,em0002_99_001.uasset,AnimationClip,动画组99的一次性动作资源；大概率用于攻击/受击/转向/起落/技能/衔接等单次表现，具体动作需在Unreal预览确认,低,命名模式em0002_xx_xxx
dragon.uasset,Mesh\dragon.uasset,SkeletalMesh,非动作资源：龙怪主体模型,高,Mesh目录与资源命名
dragon_PhysicsAsset.uasset,Mesh\dragon_PhysicsAsset.uasset,PhysicsAsset,非动作资源：龙怪物理碰撞/受击骨骼配置,高,PhysicsAsset命名
dragon_Skeleton.uasset,Mesh\dragon_Skeleton.uasset,Skeleton,非动作资源：龙怪骨骼资源，供动画驱动,高,Skeleton命名
Mat_body_1001.uasset,Mesh\Mat_body_1001.uasset,Material,非动作资源：身体材质变体,高,材质命名
Mat_body_1002.uasset,Mesh\Mat_body_1002.uasset,Material,非动作资源：身体材质变体,高,材质命名
Mat_body_1003.uasset,Mesh\Mat_body_1003.uasset,Material,非动作资源：身体材质变体,高,材质命名
Mat_body_1004.uasset,Mesh\Mat_body_1004.uasset,Material,非动作资源：身体材质变体,高,材质命名
Mat_Eye.uasset,Mesh\Mat_Eye.uasset,Material,非动作资源：眼球材质,高,材质命名
Mat_EyeCover.uasset,Mesh\Mat_EyeCover.uasset,Material,非动作资源：眼部覆盖材质,高,材质命名
Mat_EyeLenz.uasset,Mesh\Mat_EyeLenz.uasset,Material,非动作资源：眼睛镜片材质,高,材质命名
Mat_PartsBreak.uasset,Mesh\Mat_PartsBreak.uasset,Material,非动作资源：部件破损材质,高,材质命名
Mat_Wet.uasset,Mesh\Mat_Wet.uasset,Material,非动作资源：湿润效果材质,高,材质命名
Mat_Wing_Alpha_1002.uasset,Mesh\Mat_Wing_Alpha_1002.uasset,Material,非动作资源：翅膀透明/遮罩材质,高,材质命名
Mat_Wing_Alpha_1003.uasset,Mesh\Mat_Wing_Alpha_1003.uasset,Material,非动作资源：翅膀透明/遮罩材质,高,材质命名
